"graph_name","component_mode","0%","10%","20%","30%","40%","50%","60%","70%","80%","90%"
"insecta-ant-colony4-day08","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day09","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA
"insecta-ant-colony4-day09","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day10","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF",NA
"insecta-ant-colony4-day10","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day11","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF",NA
"insecta-ant-colony4-day11","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day12","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day12","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day13","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day13","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day14","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony4-day14","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony4-day15","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day15","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day16","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial"
"insecta-ant-colony4-day16","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial"
"insecta-ant-colony4-day17","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day17","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day18","full_network","Spatial",NA,NA,NA,NA,"Spatial","Spatial",NA,NA,"Spatial"
"insecta-ant-colony4-day18","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial"
"insecta-ant-colony4-day19","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF",NA,NA
"insecta-ant-colony4-day19","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony4-day20","full_network","ER","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony4-day20","largest_component","ER","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony4-day21","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day21","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day22","full_network","Spatial","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial"
"insecta-ant-colony4-day22","largest_component","Spatial","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial"
"insecta-ant-colony4-day23","full_network","SF","SF","SF","Spatial","Spatial",NA,"SF","Spatial","Spatial","SF"
"insecta-ant-colony4-day23","largest_component","SF","SF","SF","Spatial","Spatial","SF","SF","Spatial","Spatial","SF"
"insecta-ant-colony4-day24","full_network","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF",NA
"insecta-ant-colony4-day24","largest_component","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","Spatial"
"insecta-ant-colony4-day25","full_network","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day25","largest_component","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day26","full_network","Spatial","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day26","largest_component","Spatial","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day27","full_network","SF","SF","SF","SF","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day27","largest_component","SF","SF","SF","SF","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day28","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day28","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day29","full_network","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial",NA,NA,"Spatial"
"insecta-ant-colony4-day29","largest_component","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial","SF","SF","Spatial"
"insecta-ant-colony4-day30","full_network","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day30","largest_component","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day31","full_network","SF","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day31","largest_component","SF","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day32","full_network","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial",NA
"insecta-ant-colony4-day32","largest_component","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day33","full_network","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA
"insecta-ant-colony4-day33","largest_component","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day34","full_network","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day34","largest_component","Spatial","Spatial","Spatial","Spatial","SF","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day35","full_network","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day35","largest_component","SF","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day36","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day36","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day37","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF",NA
"insecta-ant-colony4-day37","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial"
"insecta-ant-colony4-day38","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial"
"insecta-ant-colony4-day38","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony4-day39","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF",NA
"insecta-ant-colony4-day39","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony4-day40","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day40","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony4-day41","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4-day41","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony4","full_network","ER","Spatial","Spatial",NA,"Spatial",NA,"SW",NA,NA,NA
"insecta-ant-colony4","largest_component","ER","Spatial","Spatial",NA,"Spatial","Spatial","SW",NA,NA,NA
"insecta-ant-colony5-day01","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day01","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day02","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day02","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day03","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day03","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day04","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","SF","SF",NA
"insecta-ant-colony5-day04","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony5-day05","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"SF",NA,"SF"
"insecta-ant-colony5-day05","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony5-day06","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day06","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day07","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day07","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day08","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,"SF",NA,"SF"
"insecta-ant-colony5-day08","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony5-day09","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,"SF","SF"
"insecta-ant-colony5-day09","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day10","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony5-day10","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day11","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,"Spatial",NA,NA
"insecta-ant-colony5-day11","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day12","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day12","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day13","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day13","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day14","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony5-day14","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day15","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA
"insecta-ant-colony5-day15","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day16","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA
"insecta-ant-colony5-day16","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day17","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,"Spatial",NA,NA
"insecta-ant-colony5-day17","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day18","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA
"insecta-ant-colony5-day18","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day19","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA
"insecta-ant-colony5-day19","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day20","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial",NA,NA
"insecta-ant-colony5-day20","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony5-day21","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA
"insecta-ant-colony5-day21","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day22","full_network","Spatial","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day22","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day23","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day23","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day24","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day24","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day25","full_network","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial","Spatial",NA,"SF"
"insecta-ant-colony5-day25","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day26","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,"SF"
"insecta-ant-colony5-day26","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day27","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,"Spatial","SF"
"insecta-ant-colony5-day27","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony5-day28","full_network","Spatial",NA,NA,"Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day28","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day29","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA
"insecta-ant-colony5-day29","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day30","full_network","Spatial",NA,NA,NA,NA,NA,"Spatial","SF","SF","SF"
"insecta-ant-colony5-day30","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony5-day31","full_network","Spatial",NA,NA,NA,NA,NA,NA,"SF","SF","SF"
"insecta-ant-colony5-day31","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony5-day32","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day32","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day33","full_network","Spatial",NA,NA,NA,NA,NA,NA,"SF",NA,NA
"insecta-ant-colony5-day33","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day34","full_network","Spatial",NA,NA,NA,NA,NA,NA,"Spatial","SF","SF"
"insecta-ant-colony5-day34","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony5-day35","full_network","Spatial",NA,"Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day35","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day36","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF",NA
"insecta-ant-colony5-day36","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","Spatial"
"insecta-ant-colony5-day37","full_network","Spatial",NA,NA,NA,"Spatial","Spatial","Spatial","SF","Spatial",NA
"insecta-ant-colony5-day37","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","Spatial","SF"
"insecta-ant-colony5-day38","full_network","Spatial","Spatial","Spatial","SF","Spatial","Spatial","SF","SF","SF",NA
"insecta-ant-colony5-day38","largest_component","Spatial","Spatial","Spatial","SF","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony5-day39","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,"SF"
"insecta-ant-colony5-day39","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","Spatial","SF"
"insecta-ant-colony5-day40","full_network","Spatial",NA,NA,NA,"Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day40","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF","SF"
"insecta-ant-colony5-day41","full_network","Spatial",NA,NA,NA,NA,NA,"SF","SF",NA,"SF"
"insecta-ant-colony5-day41","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony5","full_network","ER","Spatial","ER","Spatial","Spatial",NA,NA,"ER",NA,NA
"insecta-ant-colony5","largest_component","ER","Spatial","ER","Spatial","Spatial","Spatial",NA,"ER",NA,NA
"insecta-ant-colony6-day01","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day01","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day02","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial",NA
"insecta-ant-colony6-day02","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day03","full_network","Spatial",NA,NA,NA,NA,"Spatial","Spatial","Spatial","Spatial",NA
"insecta-ant-colony6-day03","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day04","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day04","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day05","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,"SF"
"insecta-ant-colony6-day05","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day06","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,"SF"
