"graph_name","component_mode","0%","10%","20%","30%","40%","50%","60%","70%","80%","90%"
"insecta-ant-colony6-day06","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day07","full_network","Spatial",NA,NA,NA,NA,NA,"Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day07","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day08","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day08","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day09","full_network","Spatial",NA,NA,NA,"Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day09","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day10","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day10","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony6-day11","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day11","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony6-day12","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony6-day12","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day13","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day13","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day14","full_network","Spatial","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day14","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day15","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony6-day15","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day16","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA
"insecta-ant-colony6-day16","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day17","full_network","Spatial","Spatial","Spatial",NA,NA,"Spatial","Spatial","Spatial","Spatial",NA
"insecta-ant-colony6-day17","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"insecta-ant-colony6-day18","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony6-day18","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day19","full_network","Spatial","Spatial","Spatial",NA,NA,"Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day19","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day20","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony6-day20","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day21","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day21","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day22","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day22","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day23","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day23","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day24","full_network","Spatial",NA,"Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA
"insecta-ant-colony6-day24","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day25","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day25","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day26","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,"Spatial","SF","SF"
"insecta-ant-colony6-day26","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day27","full_network","Spatial","Spatial","Spatial",NA,NA,NA,"Spatial","Spatial",NA,"SF"
"insecta-ant-colony6-day27","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day28","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day28","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day29","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,"SF"
"insecta-ant-colony6-day29","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day30","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day30","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day31","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA
"insecta-ant-colony6-day31","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day32","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day32","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day33","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day33","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day34","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day34","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF"
"insecta-ant-colony6-day35","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day35","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF","SF","SF"
"insecta-ant-colony6-day36","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day36","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day37","full_network","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day37","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"insecta-ant-colony6-day38","full_network","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day38","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6-day39","full_network","Spatial","Spatial","Spatial","Spatial",NA,NA,NA,NA,NA,NA
"insecta-ant-colony6-day39","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF","SF"
"insecta-ant-colony6","full_network","ER","ER","Spatial","Spatial","Spatial","Spatial",NA,NA,"ER",NA
"insecta-ant-colony6","largest_component","ER","ER","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"ER",NA
"insecta-ant-trophallaxis-colony1-day1","full_network","SF",NA,NA,NA,NA,NA,NA,"sbm",NA,NA
"insecta-ant-trophallaxis-colony1-day1","largest_component","SF",NA,NA,NA,NA,NA,NA,"sbm",NA,NA
"insecta-ant-trophallaxis-colony1-day2","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day2","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day3","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day3","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day4","full_network","ER",NA,NA,NA,NA,NA,NA,NA,"sbm","SF"
"insecta-ant-trophallaxis-colony1-day4","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,"sbm","SF"
"insecta-ant-trophallaxis-colony1-day5","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day5","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day7","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony1-day7","largest_component","ER",NA,NA,NA,NA,NA,NA,"SF","ER",NA
"insecta-ant-trophallaxis-colony1-day8","full_network","ER",NA,NA,NA,NA,NA,"sbm",NA,NA,NA
"insecta-ant-trophallaxis-colony1-day8","largest_component","ER",NA,NA,NA,NA,NA,"sbm","SF","SW",NA
"insecta-ant-trophallaxis-colony1","full_network","SF","SF","SF","SF","SF","SF","SF","SF","SF",NA
"insecta-ant-trophallaxis-colony1","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-ant-trophallaxis-colony2-day1","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day1","largest_component","SF",NA,NA,NA,NA,NA,"SF","SF","ER",NA
"insecta-ant-trophallaxis-colony2-day2","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day2","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day3","full_network","ER",NA,NA,NA,NA,NA,NA,NA,"SF","SF"
"insecta-ant-trophallaxis-colony2-day3","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,"SF","SF"
"insecta-ant-trophallaxis-colony2-day4","full_network","SF",NA,NA,NA,NA,NA,NA,"SF","SF","SF"
"insecta-ant-trophallaxis-colony2-day4","largest_component","SF",NA,NA,NA,NA,NA,NA,"SF","SF","SF"
"insecta-ant-trophallaxis-colony2-day5","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day5","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day6","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day6","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"insecta-ant-trophallaxis-colony2-day7","full_network","SF",NA,NA,NA,NA,NA,"sbm",NA,NA,NA
"insecta-ant-trophallaxis-colony2-day7","largest_component","SF",NA,NA,NA,NA,NA,"sbm","sbm","sbm",NA
"insecta-ant-trophallaxis-colony2-day8","full_network","SF",NA,NA,NA,NA,NA,NA,NA,"SW",NA
"insecta-ant-trophallaxis-colony2-day8","largest_component","SF",NA,NA,NA,NA,"SF","SF","SF","SW",NA
"insecta-ant-trophallaxis-colony2","full_network","SF","SF","SF","SF","SF","SF","SF","SF","SF",NA
"insecta-ant-trophallaxis-colony2","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-c1-period-1","full_network","sbm","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-c1-period-1","largest_component","sbm","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-c1-period-2","full_network","SF","sbm","SF","SF","Spatial","SF","SF","SF","SF",NA
"insecta-beetle-group-c1-period-2","largest_component","SF","sbm","SF","SF","Spatial","SF","SF","SF","SF","SF"
"insecta-beetle-group-c2-period-1","full_network","SF","SF","SF","SF","SF","SF","SF",NA,NA,NA
"insecta-beetle-group-c2-period-1","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-c2-period-2","full_network","SF","sbm","SF","SF","SF","SF",NA,NA,"SF","SF"
"insecta-beetle-group-c2-period-2","largest_component","SF","sbm","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-c3-period-1","full_network","ER","ER","sbm","SF","SF","SF",NA,NA,"SF","SF"
"insecta-beetle-group-c3-period-1","largest_component","ER","ER","sbm","SF","SF","SF","SF","sbm","SF","SF"
"insecta-beetle-group-c3-period-2","full_network","SF","SF","ER","Spatial","Spatial","Spatial","SF","Spatial",NA,NA
"insecta-beetle-group-c3-period-2","largest_component","SF","SF","ER","Spatial","Spatial","Spatial","SF","Spatial","Spatial","SF"
"insecta-beetle-group-c4-period-1","full_network","sbm","sbm","ER",NA,NA,NA,"Spatial",NA,NA,NA
"insecta-beetle-group-c4-period-1","largest_component","sbm","sbm","ER","Spatial","Spatial","Spatial","Spatial","SF","sbm","SF"
"insecta-beetle-group-c4-period-2","full_network","ER","SF","SF","SF","SF","Spatial","Spatial","Spatial","SF",NA
"insecta-beetle-group-c4-period-2","largest_component","ER","SF","SF","SF","SF","Spatial","Spatial","Spatial","SF","ER"
"insecta-beetle-group-t1-period-1","full_network","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-t1-period-1","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-t2-period-1","full_network","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-t2-period-1","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-t3-period-1","full_network","sbm","SF","sbm","SF","SF","SF","SF",NA,NA,"SF"
"insecta-beetle-group-t3-period-1","largest_component","sbm","SF","sbm","SF","SF","SF","SF","SF","SF","SF"
"insecta-beetle-group-t4-period-1","full_network","SF","SF","SF","SF","SF","SF","SF","SF",NA,"SF"
"insecta-beetle-group-t4-period-1","largest_component","SF","SF","SF","SF","SF","SF","SF","SF","SF","SF"
"mammalia-baboon-association-group03","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group03","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group07","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group07","largest_component","ER",NA,NA,NA,NA,"SF","SF","SF","SF",NA
"mammalia-baboon-association-group08","full_network","SF",NA,NA,NA,NA,NA,NA,"SF","Spatial","SF"
"mammalia-baboon-association-group08","largest_component","SF",NA,NA,NA,NA,"SF","SF","SF","Spatial","SF"
"mammalia-baboon-association-group09","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group09","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group10","full_network","SF","SF","sbm","Spatial","Spatial","SF","SF","SF","SF",NA
"mammalia-baboon-association-group10","largest_component","SF","SF","sbm","Spatial","Spatial","SF","SF","SF","SF",NA
"mammalia-baboon-association-group11","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group11","largest_component","SF",NA,"SF","SF","SF",NA,"ER","SF","SF",NA
"mammalia-baboon-association-group19","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group19","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group20","full_network","ER",NA,"SF","SF","SF","Spatial","Spatial","Spatial","sbm",NA
"mammalia-baboon-association-group20","largest_component","ER",NA,"SF","SF","SF","Spatial","Spatial","Spatial","sbm",NA
"mammalia-baboon-association-group23","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group23","largest_component","SF",NA,NA,NA,NA,NA,NA,"SF",NA,NA
"mammalia-baboon-association-group27","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group27","largest_component","ER",NA,NA,NA,NA,"SF","SF","SF","SF",NA
"mammalia-baboon-association-group28","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group28","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-association-group29","full_network","ER",NA,NA,NA,NA,NA,NA,"SF","SF",NA
"mammalia-baboon-association-group29","largest_component","ER",NA,NA,NA,NA,NA,NA,"SF","SF",NA
"mammalia-baboon-grooming-group03","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group03","largest_component","SF",NA,NA,NA,NA,"SF","SF","sbm","SF",NA
"mammalia-baboon-grooming-group07","full_network","ER",NA,NA,"sbm","sbm",NA,"SF","SF","ER",NA
"mammalia-baboon-grooming-group07","largest_component","ER",NA,NA,"sbm","sbm",NA,"SF","SF","ER","SF"
"mammalia-baboon-grooming-group08","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group08","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group09","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group09","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group10","full_network","sbm",NA,"Spatial",NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group10","largest_component","sbm",NA,"Spatial","SF","SF","Spatial",NA,"SF","SF","SF"
"mammalia-baboon-grooming-group11","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group11","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group19","full_network","sbm",NA,NA,"SF","SF",NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group19","largest_component","sbm",NA,NA,"SF","SF",NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group20","full_network","sbm",NA,"SF",NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group20","largest_component","sbm",NA,"SF","SF",NA,NA,"SF","SF","SF",NA
"mammalia-baboon-grooming-group23","full_network","SF",NA,NA,NA,NA,NA,NA,"SF",NA,NA
"mammalia-baboon-grooming-group23","largest_component","SF",NA,NA,NA,NA,NA,NA,"SF",NA,NA
"mammalia-baboon-grooming-group25","full_network","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group25","largest_component","ER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group26","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group26","largest_component","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-baboon-grooming-group27","full_network","SF",NA,NA,NA,"SF","SF",NA,"SF","SF","SF"
"mammalia-baboon-grooming-group27","largest_component","SF",NA,NA,NA,"SF","SF","Spatial","SF","SF","SF"
"mammalia-baboon-grooming-group28","full_network","ER",NA,NA,NA,NA,NA,NA,"Spatial",NA,NA
"mammalia-baboon-grooming-group28","largest_component","ER",NA,NA,NA,NA,NA,NA,"Spatial",NA,NA
"mammalia-baboon-grooming-group29","full_network","sbm",NA,"sbm","Spatial","Spatial","Spatial","Spatial","sbm","sbm",NA
"mammalia-baboon-grooming-group29","largest_component","sbm",NA,"sbm","Spatial","Spatial","Spatial","Spatial","sbm","sbm",NA
"mammalia-dolphin-florida-forage","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-dolphin-florida-forage","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SF"
"mammalia-dolphin-florida-overall","full_network","SF",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-dolphin-florida-overall","largest_component","SF","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","ER"
"mammalia-dolphin-florida-social","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-dolphin-florida-social","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"mammalia-dolphin-floridatravel","full_network","Spatial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"mammalia-dolphin-floridatravel","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","SW"
"mammalia-dolphin-social","full_network","SW",NA,NA,"SF","Spatial",NA,NA,NA,NA,NA
"mammalia-dolphin-social","largest_component","SW",NA,NA,"SF","Spatial","SF","Spatial","Spatial","SF","SF"
"mammalia-hyena-networka","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial"
"mammalia-hyena-networka","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
"mammalia-hyena-networkb","full_network","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,NA,NA
"mammalia-hyena-networkb","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","SW"
"mammalia-hyena-networkc","full_network","Spatial","Spatial","Spatial","Spatial","Spatial",NA,"Spatial","Spatial",NA,"Spatial"
"mammalia-hyena-networkc","largest_component","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial","Spatial"
